LOCALITY_PID,LOCALITY_NAME,LGA_CODE_2024,LGA_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
loc4979f0a8e8ee,Bulgary,17750,Wagga Wagga,1.00000000000000000000000000000000000000000000,Good,Good,0
loc497fc60aa31d,Wickham,63410,King Island,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4981cdf2b0c2,Cuttabri,15750,Narrabri,1.00000000000000000000000000000000000000000000,Good,Good,0
loc498ac440f294,Kabra,36370,Rockhampton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc498b3d3c8ebc,Palmview,36720,Sunshine Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc498be0c6e68c,Petrudor,52520,Dalwallinu,1.00000000000000000000000000000000000000000000,Good,Good,0
loc498dd90e4432,Sandy Hill,17400,Tenterfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc499281085d2f,Bonython,89399,Unincorporated ACT,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4999e44dace7,Arkaroola,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49a1f96416ca,Maitland Vale,15050,Maitland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49b203c13979,Karlkurla,54280,Kalgoorlie-Boulder,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49b366d65e90,Glenlee,34530,Livingstone,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49b67c1a061c,Cressy,21750,Colac Otway,0.81000000000000000000000000000000000000000000,Good,Good,0
loc49b67c1a061c,Cressy,21830,Corangamite,0.09000000000000000000000000000000000000000000,Good,Good,0
loc49b67c1a061c,Cressy,22490,Golden Plains,0.10000000000000000000000000000000000000000000,Good,Good,0
loc49b79665669a,St Morris,45290,Norwood Payneham and St Peters,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49bd8958b637,Goorganga Creek,37340,Whitsunday,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49bd8a6c1790,Bogie,37340,Whitsunday,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49c11a597d24,Churchill,33960,Ipswich,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49c4ccb2f00e,Dardadine,59170,Williams,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49c54cd2b15a,Berkshire Park,16350,Penrith,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49ca4157f3f7,Wannamal,51680,Chittering,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49cb12b9ef21,Cabramatta,12850,Fairfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49cd705b550c,Durong,36630,South Burnett,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49d3b33b0ab1,Palmer,32500,Cook,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49d82cb81daf,Walbundrie,13340,Greater Hume,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49d93469536d,Canegrass,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49db457e2be8,Donvale,24210,Manningham,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49dcc58c276e,Ingomar,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49dd30b56e36,Adelaide River,70700,Coomalie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49e0e701b462,Stockyard Hill,25990,Pyrenees,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49e5b9927140,Mount Harris,17950,Warren,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49e83dafe652,Mount Melville,50080,Albany,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49ebe8e95d7c,Floreat,51310,Cambridge,0.88000000000000000000000000000000000000000000,Acceptable,Good,0
loc49ebe8e95d7c,Floreat,56580,Nedlands,0.12000000000000000000000000000000000000000000,Acceptable,Good,0
loc49efe28d553f,Sackville North,17420,The Hills,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49efff2acdd4,Cressbrook Creek,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49f36899ec3f,Fiddletown,14000,Hornsby,1.00000000000000000000000000000000000000000000,Acceptable,Good,0
loc49f4215a6b71,Ridgehaven,47700,Tea Tree Gully,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49f5739e8087,Grimwade,52870,Donnybrook-Balingup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49fb687cbcb9,Mill Park,27070,Whittlesea,1.00000000000000000000000000000000000000000000,Good,Good,0
loc49ffdfd7bf81,Kooba,13450,Griffith,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a0406ed3201,Horrocks,56790,Northampton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a0fae7351ea,Duaringa,32270,Central Highlands (Qld),1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a15ae39de98,Combienbar,22110,East Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a1ab5633e64,West Ballidu,59310,Wongan-Ballidu,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a24db896fe0,Esk,36580,Somerset,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a263186bab6,Cornwallis,13800,Hawkesbury,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a26362045e1,Smythes Creek,20570,Ballarat,0.27000000000000000000000000000000000000000000,Good,Good,0
loc4a26362045e1,Smythes Creek,22490,Golden Plains,0.73000000000000000000000000000000000000000000,Good,Good,0
loc4a2d895167fc,Nalpa,45040,Murray Bridge,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a2eeb23ab4a,Halton,12700,Dungog,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a341f4d3e02,Wantirna,23670,Knox,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a3519ed02ed,Flagstaff,21670,Central Goldfields,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a3a81669c6f,Pine Lodge,10650,Berrigan,0.13000000000000000000000000000000000000000000,Good,Good,0
loc4a3a81669c6f,Pine Lodge,12730,Edward River,0.87000000000000000000000000000000000000000000,Good,Good,0
loc4a5058e36046,Alma,56790,Northampton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a50abfc7f2a,Blacksmiths,14650,Lake Macquarie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a537cc20222,Tonganah,61810,Dorset,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a58995e9514,Lilydale,34580,Lockyer Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a5f3507ba40,Blumont,61810,Dorset,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a5fcd265b2b,Bimbourie,21270,Buloke,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a693f9e7dcf,Beerwah,36720,Sunshine Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a6a8c28e41c,West Lyons River,58470,Upper Gascoyne,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a6dd2077a69,Venus Bay,26170,South Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a71c187163d,Groper Creek,31900,Burdekin,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a7277e4836e,Crabtree,63010,Huon Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a7538b820a1,Upper Turon,10470,Bathurst,0.28000000000000000000000000000000000000000000,Good,Good,0
loc4a7538b820a1,Upper Turon,14870,Lithgow,0.14000000000000000000000000000000000000000000,Good,Good,0
loc4a7538b820a1,Upper Turon,15270,Mid-Western,0.59000000000000000000000000000000000000000000,Good,Good,0
loc4a7c5154c298,Moonee Ponds,25060,Moonee Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a7ec2b4b43b,Berringa,22490,Golden Plains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a833d4898a4,Toorooka,14350,Kempsey,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a83be78ba84,St Albans,13800,Hawkesbury,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a8c20883fcd,Winnap,22410,Glenelg,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a8ff60ef2c5,Murchison East,22830,Greater Shepparton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a95e73f4db7,Eucla,53080,Dundas,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a961d815e27,Doctors Gap,14870,Lithgow,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a9720abc5eb,Arcadia Vale,14650,Lake Macquarie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a97a50d6e78,Silver Spur,33610,Goondiwindi,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a9af1fc62c6,Colinroobie,15800,Narrandera,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a9be5f70d01,Stony Creek,15270,Mid-Western,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4a9f110349d7,Toolooa,33360,Gladstone,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4aa1200caf81,Foster North,26170,South Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4aa94a6f0be7,Galore,15800,Narrandera,0.15000000000000000000000000000000000000000000,Good,Good,0
loc4aa94a6f0be7,Galore,17750,Wagga Wagga,0.85000000000000000000000000000000000000000000,Good,Good,0
loc4aa9f80e9524,Woolwich,14100,Hunters Hill,1.00000000000000000000000000000000000000000000,Acceptable,Good,0
loc4aaf45c6ecf6,Jacobs Well,33430,Gold Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ab2380c5311,Razorback,18400,Wollondilly,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ab63b3cc48b,Nolba,51610,Chapman Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ab79831e8af,Gunningbland,16200,Parkes,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ab7c55055fc,Petherick,47630,Tatiara,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4abcf77eec61,Wrights Creek,32080,Cairns,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4abd4131d8c2,Rosebery,65610,West Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4abf71aff8f4,Windera,11400,Cabonne,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4abff29e6e33,Cape Paterson,20740,Bass Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ac6614f9de5,Natte Yallock,21670,Central Goldfields,0.06000000000000000000000000000000000000000000,Good,Good,0
loc4ac6614f9de5,Natte Yallock,25810,Northern Grampians,0.30000000000000000000000000000000000000000000,Good,Good,0
loc4ac6614f9de5,Natte Yallock,25990,Pyrenees,0.64000000000000000000000000000000000000000000,Good,Good,0
loc4acfee826b39,Tomki,16610,Richmond Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ad1e42f72d6,Longford,64610,Northern Midlands,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ad3dfe8fd01,Long Flat,33620,Gympie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ad62a73d23a,Hydes Creek,10600,Bellingen,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ad93633108f,Jerrabattgulla,16490,Queanbeyan-Palerang,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ad964a82468,Eynesbury,24650,Melton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4add9dd25668,Surrey Hills,21110,Boroondara,0.61000000000000000000000000000000000000000000,Good,Good,0
loc4add9dd25668,Surrey Hills,26980,Whitehorse,0.39000000000000000000000000000000000000000000,Good,Good,0
loc4adf369ac573,Winton North,21010,Benalla,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ae321c5bbb4,Mailors Flat,25490,Moyne,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ae5baf1a743,Kuranda,34880,Mareeba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4aec6e095156,Punthari,44210,Mid Murray,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4aeed59911b1,Bright,42110,Goyder,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4aef51f62ae2,Yamba,11730,Clarence Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4afbc1996bb4,Hollands Landing,26810,Wellington,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4afcb677f0c5,Muckatah,24900,Moira,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b0a86db55d5,Tinbeerwah,35740,Noosa,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b0f5b9eb875,Spring Flat,15270,Mid-Western,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b148317d40a,Murrindindi,25620,Murrindindi,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b173adb0b64,Kinnabulla,21270,Buloke,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b1c01970c8c,Dallarnil,35760,North Burnett,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b1ef13fcd99,Wattle Creek,25990,Pyrenees,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b2a3968f0df,Staffordshire Reef,22490,Golden Plains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b2a6d004e1b,Beelbangera,13450,Griffith,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b2a9bca1937,Wharps,33800,Hinchinbrook,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b2ad0824fdd,Kojonup,54550,Kojonup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b2ca577586c,Cobbora,18020,Warrumbungle,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b2f92f57692,Marmion,54170,Joondalup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b3031001da4,Leigh Creek,25150,Moorabool,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b34c45998d4,Sydenham,21180,Brimbank,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b386e8b378f,Legume,17400,Tenterfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b38a5e9a127,Mount Lindesay,52730,Denmark,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b38c2d9d987,Burt Plain,72330,MacDonnell,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b42378fd5bd,Sunnyside,63210,Kentish,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b48497c8cac,Conjuboy,33100,Etheridge,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b4c1ba7843b,Grogan,17350,Temora,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b4eada2d3c5,Moulden,72800,Palmerston,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b53ae72109c,Tanjil,20830,Baw Baw,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b54e0a553fa,Strangways,22910,Hepburn,0.20000000000000000000000000000000000000000000,Good,Good,0
loc4b54e0a553fa,Strangways,25430,Mount Alexander,0.80000000000000000000000000000000000000000000,Good,Good,0
loc4b55e79a87d3,Rothsay,57000,Perenjori,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b591ad5a17d,Murrengenburg,12750,Eurobodalla,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b5ddfd386f7,Moonbah,17040,Snowy Monaro,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b5e1c6fedc4,Cowalellup,53640,Gnowangerup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b5f27d67208,Atwell,51820,Cockburn,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b64419338fd,Wittitrin,14350,Kempsey,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b65684afae1,Mount Marsden,14870,Lithgow,0.94000000000000000000000000000000000000000000,Good,Good,0
loc4b65684afae1,Mount Marsden,15270,Mid-Western,0.06000000000000000000000000000000000000000000,Good,Good,0
loc4b6f885b33aa,Noojee,20830,Baw Baw,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b77545249c4,Goondi Hill,32260,Cassowary Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b82a858951f,Tanja,10550,Bega Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b848e950599,Wrathung,26810,Wellington,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b86d7eefcbc,Gap Ridge,54310,Karratha,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b8933191930,Badgingarra,52590,Dandaragan,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b8c9f1e420f,Bensville,11650,Central Coast (NSW),1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b96f3425221,Mount Helen,20570,Ballarat,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b996ebfa425,Gilbert River,33100,Etheridge,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b9ab4f61497,Torrens,89399,Unincorporated ACT,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4b9e96ab5650,Coalcliff,18450,Wollongong,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ba3134753b9,Manyana,16950,Shoalhaven,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bab5d8dbedb,Darling Heights,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bb450047e3a,Kingsley,54170,Joondalup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bb64766c12a,Keilor North,21180,Brimbank,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bc0db9f6b34,Mullingar,54280,Kalgoorlie-Boulder,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bc9afd54c16,Bendolba,12700,Dungog,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bca637a9858,Kuttabul,34770,Mackay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bcecda658b0,Bangadang,17080,Snowy Valleys,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bd600b091d4,Sorrento,54170,Joondalup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4be2d4e534df,Smith Brook,55180,Manjimup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4be7292f21af,Kadnook,26890,West Wimmera,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4be740fe0b64,Laidley North,34580,Lockyer Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bf8c360d136,Dumbudgery,11730,Clarence Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4bff377baee1,Lewisham,64810,Sorell,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c03f1c1623a,Yamanto,33960,Ipswich,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c0492501f3f,Tenby Point,20740,Bass Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c17af715256,Argalong,17080,Snowy Valleys,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c1b1069d953,Whites River,43710,Lower Eyre Peninsula,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c260c7516f8,Ardglen,14920,Liverpool Plains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c2941ebecb8,Mount Serle,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c32c7738559,Denmark,52730,Denmark,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c3379732a06,Betley,21670,Central Goldfields,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c373a9e2234,Georges Creek,14220,Inverell,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c3d461e0b66,Wallaces Creek,36510,Scenic Rim,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c4043ba9de7,Burrum Heads,33220,Fraser Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c5182bb7e16,Clarendon,25150,Moorabool,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c56118a9376,Gilles Plains,45890,Port Adelaide Enfield,0.60000000000000000000000000000000000000000000,Good,Good,0
loc4c56118a9376,Gilles Plains,47700,Tea Tree Gully,0.40000000000000000000000000000000000000000000,Good,Good,0
loc4c5755e65352,Couch Beach,48830,Yorke Peninsula,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c58abf91162,Brookvale,15990,Northern Beaches,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c5c9bbd8300,Waramanga,89399,Unincorporated ACT,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c60da05c2f3,Mintaro,41140,Clare and Gilbert Valleys,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c674194c354,Strathallan,21370,Campaspe,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c759768d65b,Yinnar,23810,Latrobe (Vic.),1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c767863e821,Boconnoc Park,41140,Clare and Gilbert Valleys,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c782a27bf6e,Merseylea,63210,Kentish,0.71000000000000000000000000000000000000000000,Good,Good,0
loc4c782a27bf6e,Merseylea,63810,Latrobe (Tas.),0.29000000000000000000000000000000000000000000,Good,Good,0
loc4c798cd31bee,Cowell,41960,Franklin Harbour,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c857c5cac7a,Barraba,13660,Gwydir,0.01000000000000000000000000000000000000000000,Good,Good,1
loc4c857c5cac7a,Barraba,17310,Tamworth,0.99000000000000000000000000000000000000000000,Good,Good,0
loc4c8a477b2232,Blackheath,23190,Horsham,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c8c19bbdf6c,Gowrie,17000,Singleton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c8cabf07d58,Boondall,31000,Brisbane,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c8db47b4ba6,Marree Station,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c94116cab90,Glenloth,21270,Buloke,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c97ea51ef8e,Mawson,89399,Unincorporated ACT,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c990a135dc3,Tuckombil,10250,Ballina,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c9da65f447e,Middle Beach,40150,Adelaide Plains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4c9f1ae2a98f,Ruby Creek,17400,Tenterfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ca040f1d081,Red Hills,64210,Meander Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ca5301c2f82,Isla,30370,Banana,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ca9d6f6c8fd,Pallamallawa,13660,Gwydir,0.06000000000000000000000000000000000000000000,Good,Good,0
loc4ca9d6f6c8fd,Pallamallawa,15300,Moree Plains,0.94000000000000000000000000000000000000000000,Good,Good,0
loc4caa3a3590b9,Garden Island,57490,Rockingham,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cb097569ff6,Spectacle Lake,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cb78cca5f82,Wondalga,17080,Snowy Valleys,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cbaaeecc8d4,Sandy Gully,56790,Northampton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cbcc6945304,Tambo,30760,Blackall Tambo,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cbe8d1818a1,Borah Creek,17310,Tamworth,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cbff6096dc5,South West Rocks,14350,Kempsey,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cc5c3c58ee0,Dora Creek,14650,Lake Macquarie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cc8d48657ec,Gladysdale,27450,Yarra Ranges,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cca17382228,Bylands,24130,Macedon Ranges,0.03000000000000000000000000000000000000000000,Good,Good,0
loc4cca17382228,Bylands,24850,Mitchell,0.97000000000000000000000000000000000000000000,Good,Good,0
loc4ccb6890cc93,Caroline Crossing,35600,Murweh,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cccba1112fd,Secret Rocks,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cd5d7f70aad,Warrazambil Creek,14550,Kyogle,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cd81b244dfd,Upper Manilla,17310,Tamworth,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cdc7b6edb8e,Fleming,79399,Unincorporated NT,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cdd1af01845,Arthurs Seat,25340,Mornington Peninsula,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cdf0d190827,Wiawera,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ce01f154a9c,Drayton,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ce426882fb2,Bayindeen,20260,Ararat,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ce523fe6a7e,Essendon North,25060,Moonee Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ce7071fd3e2,Coraki,14850,Lismore,0.02000000000000000000000000000000000000000000,Good,Good,0
loc4ce7071fd3e2,Coraki,16610,Richmond Valley,0.98000000000000000000000000000000000000000000,Good,Good,0
loc4ce848d7bb3e,Glenmore,25150,Moorabool,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cec22e84f32,Pigeonbah,17950,Warren,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4ced02ba889f,Cunyarie,43220,Kimba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cf1352db72a,Bundanoon,55530,Mingenew,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cf1b67f4314,Bellamack,72800,Palmerston,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cf6d1c6529e,Torrens Island,49399,Unincorporated SA,0.80000000000000000000000000000000000000000000,Good,Good,0
loc4cf6d1c6529e,Torrens Island,,,0.20000000000000000000000000000000000000000000,Poor,Good,2
loc4cf7db3af353,Long Beach,12750,Eurobodalla,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cf8c33896f6,Bobadah,10950,Bogan,0.75000000000000000000000000000000000000000000,Good,Good,0
loc4cf8c33896f6,Bobadah,14600,Lachlan,0.25000000000000000000000000000000000000000000,Good,Good,0
loc4cfd68070232,Healy,35300,Mount Isa,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4cfee01420ff,Tuross,17040,Snowy Monaro,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d0105f273bd,Wedderburn,23940,Loddon,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d049cd292de,Crows Nest,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d0c6c1f308a,Wongo Creek,17310,Tamworth,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d0ed1f945ce,Rural View,34770,Mackay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d1a63c385bc,Boambee,11800,Coffs Harbour,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d1f07a0d731,Hirstglen,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d257a55442b,Cooljarloo,52590,Dandaragan,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d2efdcf6dcb,Ringwood,34580,Lockyer Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d348f31a412,Red Range,13010,Glen Innes Severn,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d3aca8b4bf5,Heywood,22410,Glenelg,1.00000000000000000000000000000000000000000000,Good,Good,0
loc4d3e8942f52c,Seaforth,15990,Northern Beaches,1.00000000000000000000000000000000000000000000,Good,Good,0
