POSTCODE,LGA_CODE_2024,LGA_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
2805,11400,Cabonne,0.1004876,Poor,Good,0
2806,12900,Forbes,0.1339745,Good,Good,0
2806,11400,Cabonne,0.8660255,Poor,Good,0
2807,12350,Cowra,0.2657721,Good,Good,0
2807,13910,Hilltops,0.7342279,Good,Good,0
2808,12350,Cowra,0.7886980,Good,Good,0
2808,13910,Hilltops,0.2113020,Good,Good,0
2809,18100,Weddin,1.0000000,Good,Good,0
2810,12900,Forbes,0.0005501,Good,Good,1
2810,18100,Weddin,0.9994499,Good,Good,0
2817,12950,Gilgandra,1.0000000,Acceptable,Good,0
2818,12390,Dubbo,1.0000000,Good,Good,0
2820,12390,Dubbo,1.0000000,Good,Good,0
2821,15850,Narromine,1.0000000,Good,Good,0
2822,12950,Gilgandra,0.2601124,Acceptable,Good,0
2822,12390,Dubbo,0.7398876,Good,Good,0
2823,17950,Warren,0.0724137,Acceptable,Good,0
2823,15850,Narromine,0.9275863,Good,Good,0
2824,17950,Warren,1.0000000,Acceptable,Good,0
2825,10950,Bogan,0.9826034,Acceptable,Good,0
2825,17950,Warren,0.0173966,Acceptable,Good,0
2826,17950,Warren,1.0000000,Acceptable,Good,0
2827,12950,Gilgandra,0.9720446,Acceptable,Good,0
2827,17950,Warren,0.0279554,Acceptable,Good,0
2828,12950,Gilgandra,0.2125385,Acceptable,Good,0
2828,12150,Coonamble,0.7874615,Good,Good,0
2829,12150,Coonamble,1.0000000,Good,Good,0
2830,12950,Gilgandra,0.0010955,Acceptable,Good,1
2830,12390,Dubbo,0.9988195,Good,Good,0
2830,18020,Warrumbungle,0.0000850,Good,Good,1
2831,10950,Bogan,0.1320401,Acceptable,Good,0
2831,17950,Warren,0.0392357,Acceptable,Good,0
2831,11150,Bourke,0.0143225,Good,Good,0
2831,11200,Brewarrina,0.0111420,Good,Good,0
2831,11750,Cobar,0.0530387,Good,Good,0
2831,12150,Coonamble,0.0736274,Good,Good,0
2831,12390,Dubbo,0.5069070,Good,Good,0
2831,17900,Walgett,0.0747556,Good,Good,0
2831,18020,Warrumbungle,0.0949311,Good,Good,0
2832,17900,Walgett,1.0000000,Good,Good,0
2833,15300,Moree Plains,0.0662648,Good,Good,0
2833,17900,Walgett,0.9337352,Good,Good,0
2834,11200,Brewarrina,0.0122463,Good,Good,0
2834,17900,Walgett,0.9877537,Good,Good,0
2835,10950,Bogan,0.0026426,Acceptable,Good,1
2835,11750,Cobar,0.9973574,Good,Good,0
2836,11700,Central Darling,0.9644440,Good,Good,0
2836,19399,Unincorporated NSW,0.0355560,Poor,Good,0
2838,11200,Brewarrina,1.0000000,Good,Good,0
2839,11200,Brewarrina,1.0000000,Good,Good,0
2840,11150,Bourke,0.9705838,Good,Good,0
2840,11200,Brewarrina,0.0016837,Good,Good,1
2840,11700,Central Darling,0.0138600,Good,Good,0
2840,11750,Cobar,0.0075661,Good,Good,1
2840,19399,Unincorporated NSW,0.0063065,Poor,Good,1
2842,12950,Gilgandra,0.1557066,Acceptable,Good,0
2842,18020,Warrumbungle,0.8442934,Good,Good,0
2843,18020,Warrumbungle,1.0000000,Good,Good,0
2844,15270,Mid-Western,0.0379623,Good,Good,0
2844,18020,Warrumbungle,0.9620377,Good,Good,0
2845,14870,Lithgow,1.0000000,Good,Good,0
2846,14870,Lithgow,0.9778496,Good,Good,0
2846,15270,Mid-Western,0.0221504,Good,Good,0
2847,14870,Lithgow,1.0000000,Good,Good,0
2848,15270,Mid-Western,1.0000000,Good,Good,0
2849,14870,Lithgow,0.1372511,Good,Good,0
2849,15270,Mid-Western,0.8627489,Good,Good,0
2850,10470,Bathurst,0.0066208,Good,Good,1
2850,12390,Dubbo,0.0002642,Good,Good,1
2850,14870,Lithgow,0.0000005,Good,Good,1
2850,15270,Mid-Western,0.9915373,Good,Good,0
2850,17620,Upper Hunter,0.0015772,Good,Good,1
2852,12390,Dubbo,0.0037268,Good,Good,1
2852,15270,Mid-Western,0.9951801,Good,Good,0
2852,18020,Warrumbungle,0.0010931,Good,Good,1
2864,11400,Cabonne,1.0000000,Poor,Good,0
2865,11400,Cabonne,1.0000000,Poor,Good,0
2866,12390,Dubbo,0.0695958,Good,Good,0
2866,11400,Cabonne,0.9304042,Poor,Good,0
2867,12390,Dubbo,0.0365737,Good,Good,0
2867,11400,Cabonne,0.9634263,Poor,Good,0
2868,12390,Dubbo,0.2708599,Good,Good,0
2868,11400,Cabonne,0.7291401,Poor,Good,0
2869,15850,Narromine,0.2273000,Good,Good,0
2869,16200,Parkes,0.7727000,Good,Good,0
2870,12900,Forbes,0.0091756,Good,Good,1
2870,16200,Parkes,0.9868350,Good,Good,0
2870,11400,Cabonne,0.0039895,Poor,Good,1
2871,14600,Lachlan,0.0069852,Acceptable,Good,1
2871,12900,Forbes,0.9914622,Good,Good,0
2871,18100,Weddin,0.0015526,Good,Good,1
2873,10950,Bogan,0.0473734,Acceptable,Good,0
2873,14600,Lachlan,0.9526266,Acceptable,Good,0
2874,14600,Lachlan,0.1594520,Acceptable,Good,0
2874,16200,Parkes,0.8405480,Good,Good,0
2875,14600,Lachlan,0.1668879,Acceptable,Good,0
2875,12900,Forbes,0.0657491,Good,Good,0
2875,16200,Parkes,0.7673631,Good,Good,0
2876,12900,Forbes,0.1174568,Good,Good,0
2876,16200,Parkes,0.8825432,Good,Good,0
2877,10950,Bogan,0.0066708,Acceptable,Good,1
2877,14600,Lachlan,0.9382990,Acceptable,Good,0
2877,11750,Cobar,0.0497508,Good,Good,0
2877,12900,Forbes,0.0052795,Good,Good,1
2878,10300,Balranald,0.0902814,Good,Good,0
2878,11700,Central Darling,0.8715173,Good,Good,0
2878,11600,Carrathool,0.0382013,Poor,Good,0
2879,11700,Central Darling,0.9999652,Good,Good,0
2879,19399,Unincorporated NSW,0.0000348,Poor,Good,1
2880,11250,Broken Hill,0.9729950,Good,Good,0
2880,19399,Unincorporated NSW,0.0270050,Poor,Good,0
2898,19399,Unincorporated NSW,1.0000000,Poor,Good,0
2899,99399,Unincorp. Other Territories,1.0000000,Good,Good,0
2900,89399,Unincorporated ACT,1.0000000,Good,Good,0
2902,89399,Unincorporated ACT,1.0000000,Good,Good,0
2903,89399,Unincorporated ACT,1.0000000,Good,Good,0
2904,89399,Unincorporated ACT,1.0000000,Good,Good,0
2905,89399,Unincorporated ACT,1.0000000,Good,Good,0
2906,89399,Unincorporated ACT,1.0000000,Good,Good,0
2911,89399,Unincorporated ACT,1.0000000,Good,Good,0
2912,89399,Unincorporated ACT,1.0000000,Good,Good,0
2913,89399,Unincorporated ACT,1.0000000,Good,Good,0
2914,89399,Unincorporated ACT,1.0000000,Good,Good,0
3000,24600,Melbourne,1.0000000,Good,Good,0
3002,24600,Melbourne,1.0000000,Good,Good,0
3003,24600,Melbourne,1.0000000,Good,Good,0
3004,24600,Melbourne,0.2066386,Good,Good,0
3004,25900,Port Phillip,0.7933614,Good,Good,0
3006,24600,Melbourne,0.9938717,Good,Good,0
3006,25900,Port Phillip,0.0061283,Good,Good,1
3008,24600,Melbourne,1.0000000,Good,Good,0
3011,24330,Maribyrnong,1.0000000,Acceptable,Good,0
3012,21180,Brimbank,0.0000004,Acceptable,Good,1
3012,24330,Maribyrnong,0.9265741,Acceptable,Good,0
3012,23110,Hobsons Bay,0.0734256,Good,Good,0
3013,24330,Maribyrnong,1.0000000,Acceptable,Good,0
3015,23110,Hobsons Bay,1.0000000,Good,Good,0
3016,23110,Hobsons Bay,1.0000000,Good,Good,0
3018,23110,Hobsons Bay,1.0000000,Good,Good,0
3019,24330,Maribyrnong,1.0000000,Acceptable,Good,0
3020,21180,Brimbank,1.0000000,Acceptable,Good,0
3021,21180,Brimbank,1.0000000,Acceptable,Good,0
3022,21180,Brimbank,1.0000000,Acceptable,Good,0
3023,21180,Brimbank,0.4200290,Acceptable,Good,0
3023,24650,Melton,0.5799710,Acceptable,Good,0
3024,24650,Melton,0.0064842,Acceptable,Good,1
3024,27260,Wyndham,0.9935158,Good,Good,0
3025,23110,Hobsons Bay,1.0000000,Good,Good,0
3026,21180,Brimbank,0.9866556,Acceptable,Good,0
3026,27260,Wyndham,0.0133444,Good,Good,0
3027,27260,Wyndham,1.0000000,Good,Good,0
3028,23110,Hobsons Bay,1.0000000,Good,Good,0
3029,24650,Melton,0.0090148,Acceptable,Good,1
3029,27260,Wyndham,0.9909852,Good,Good,0
3030,27260,Wyndham,1.0000000,Good,Good,0
3031,25060,Moonee Valley,0.3908273,Acceptable,Good,0
3031,24600,Melbourne,0.6091727,Good,Good,0
3032,24330,Maribyrnong,0.4215721,Acceptable,Good,0
3032,25060,Moonee Valley,0.5784279,Acceptable,Good,0
3033,21180,Brimbank,0.0008901,Acceptable,Good,1
3033,25060,Moonee Valley,0.9991099,Acceptable,Good,0
3034,25060,Moonee Valley,1.0000000,Acceptable,Good,0
3036,21180,Brimbank,0.9896087,Acceptable,Good,0
3036,23270,Hume,0.0103913,Good,Good,0
3037,21180,Brimbank,0.3830733,Acceptable,Good,0
3037,24650,Melton,0.6169267,Acceptable,Good,0
3038,21180,Brimbank,1.0000000,Acceptable,Good,0
3039,25060,Moonee Valley,1.0000000,Acceptable,Good,0
3040,25060,Moonee Valley,1.0000000,Acceptable,Good,0
3041,25060,Moonee Valley,1.0000000,Acceptable,Good,0
3042,21180,Brimbank,0.1611830,Acceptable,Good,0
3042,25060,Moonee Valley,0.8388170,Acceptable,Good,0
3043,21180,Brimbank,0.0000006,Acceptable,Good,1
3043,23270,Hume,0.8255231,Good,Good,0
3043,24700,Merri-bek,0.1744764,Good,Good,0
3044,24700,Merri-bek,1.0000000,Good,Good,0
3045,23270,Hume,1.0000000,Good,Good,0
3046,24700,Merri-bek,1.0000000,Good,Good,0
3047,23270,Hume,1.0000000,Good,Good,0
3048,23270,Hume,1.0000000,Good,Good,0
3049,23270,Hume,1.0000000,Good,Good,0
3051,24600,Melbourne,1.0000000,Good,Good,0
3052,24600,Melbourne,1.0000000,Good,Good,0
3053,24600,Melbourne,1.0000000,Good,Good,0
3054,27350,Yarra,1.0000000,Good,Good,0
3055,24700,Merri-bek,1.0000000,Good,Good,0
3056,24700,Merri-bek,1.0000000,Good,Good,0
3057,24700,Merri-bek,1.0000000,Good,Good,0
3058,21890,Darebin,0.0104409,Good,Good,0
3058,24700,Merri-bek,0.9895591,Good,Good,0
3059,23270,Hume,1.0000000,Good,Good,0
3060,23270,Hume,0.0189790,Good,Good,0
3060,24700,Merri-bek,0.9810210,Good,Good,0
3061,23270,Hume,1.0000000,Good,Good,0
3062,23270,Hume,1.0000000,Good,Good,0
3063,23270,Hume,1.0000000,Good,Good,0
3064,23270,Hume,0.9816431,Good,Good,0
3064,27070,Whittlesea,0.0183569,Good,Good,0
3065,27350,Yarra,1.0000000,Good,Good,0
3066,27350,Yarra,1.0000000,Good,Good,0
3067,27350,Yarra,1.0000000,Good,Good,0
3068,24700,Merri-bek,0.0500549,Good,Good,0
3068,27350,Yarra,0.9499451,Good,Good,0
3070,21890,Darebin,1.0000000,Good,Good,0
3071,21890,Darebin,1.0000000,Good,Good,0
3072,21890,Darebin,1.0000000,Good,Good,0
3073,21890,Darebin,1.0000000,Good,Good,0
3074,27070,Whittlesea,1.0000000,Good,Good,0
3075,27070,Whittlesea,1.0000000,Good,Good,0
3076,27070,Whittlesea,1.0000000,Good,Good,0
3078,21890,Darebin,0.7417210,Good,Good,0
3078,27350,Yarra,0.2582790,Good,Good,0
3079,20660,Banyule,1.0000000,Acceptable,Good,0
3081,20660,Banyule,1.0000000,Acceptable,Good,0
3082,27070,Whittlesea,1.0000000,Good,Good,0
3083,20660,Banyule,0.3160634,Acceptable,Good,0
3083,21890,Darebin,0.2548518,Good,Good,0
3083,27070,Whittlesea,0.4290849,Good,Good,0
3084,20660,Banyule,1.0000000,Acceptable,Good,0
3085,20660,Banyule,0.8300353,Acceptable,Good,0
3085,21890,Darebin,0.1699647,Good,Good,0
3087,20660,Banyule,1.0000000,Acceptable,Good,0
3088,20660,Banyule,0.8059061,Acceptable,Good,0
3088,25710,Nillumbik,0.1940939,Acceptable,Good,0
3089,25710,Nillumbik,1.0000000,Acceptable,Good,0
3090,25710,Nillumbik,1.0000000,Acceptable,Good,0
3091,25710,Nillumbik,1.0000000,Acceptable,Good,0
3093,20660,Banyule,1.0000000,Acceptable,Good,0
3094,20660,Banyule,1.0000000,Acceptable,Good,0
3095,20660,Banyule,0.0852712,Acceptable,Good,0
3095,25710,Nillumbik,0.9147288,Acceptable,Good,0
3096,25710,Nillumbik,1.0000000,Acceptable,Good,0
3097,25710,Nillumbik,1.0000000,Acceptable,Good,0
3099,25710,Nillumbik,1.0000000,Acceptable,Good,0
3101,21110,Boroondara,1.0000000,Good,Good,0
3102,21110,Boroondara,1.0000000,Good,Good,0
3103,21110,Boroondara,1.0000000,Good,Good,0
3104,21110,Boroondara,0.9904980,Good,Good,0
3104,26980,Whitehorse,0.0095020,Good,Good,1
3105,24210,Manningham,1.0000000,Good,Good,0
3106,24210,Manningham,1.0000000,Good,Good,0
3107,24210,Manningham,1.0000000,Good,Good,0
3108,24210,Manningham,1.0000000,Good,Good,0
3109,24210,Manningham,1.0000000,Good,Good,0
3111,24210,Manningham,1.0000000,Good,Good,0
3113,25710,Nillumbik,0.3550229,Acceptable,Good,0
3113,24210,Manningham,0.6449771,Good,Good,0
3114,24210,Manningham,0.9840850,Good,Good,0
3114,24410,Maroondah,0.0159150,Good,Good,0
3115,24210,Manningham,0.8198276,Good,Good,0
3115,24410,Maroondah,0.0803120,Good,Good,0
3115,27450,Yarra Ranges,0.0998604,Good,Good,0
3116,27450,Yarra Ranges,1.0000000,Good,Good,0
3121,27350,Yarra,1.0000000,Good,Good,0
3122,21110,Boroondara,1.0000000,Good,Good,0
3123,21110,Boroondara,1.0000000,Good,Good,0
3124,21110,Boroondara,1.0000000,Good,Good,0
3125,24970,Monash,0.1792295,Good,Good,0
3125,26980,Whitehorse,0.8207705,Good,Good,0
3126,21110,Boroondara,1.0000000,Good,Good,0
3127,21110,Boroondara,0.4537039,Good,Good,0
3127,26980,Whitehorse,0.5462961,Good,Good,0
3128,26980,Whitehorse,1.0000000,Good,Good,0
3129,26980,Whitehorse,1.0000000,Good,Good,0
3130,26980,Whitehorse,1.0000000,Good,Good,0
3131,24210,Manningham,0.0139060,Good,Good,0
3131,26980,Whitehorse,0.9860940,Good,Good,0
3132,26980,Whitehorse,1.0000000,Good,Good,0
3133,24410,Maroondah,0.0203009,Good,Good,0
3133,26980,Whitehorse,0.9796991,Good,Good,0
3134,24210,Manningham,0.0294554,Good,Good,0
3134,24410,Maroondah,0.9705446,Good,Good,0
3135,24410,Maroondah,1.0000000,Good,Good,0
3136,24410,Maroondah,1.0000000,Good,Good,0
3137,24410,Maroondah,0.3176621,Good,Good,0
3137,27450,Yarra Ranges,0.6823379,Good,Good,0
3138,27450,Yarra Ranges,1.0000000,Good,Good,0
3139,21450,Cardinia,0.0005983,Good,Good,1
3139,27450,Yarra Ranges,0.9994017,Good,Good,0
3140,27450,Yarra Ranges,1.0000000,Good,Good,0
3141,26350,Stonnington,0.8436206,Acceptable,Good,0
3141,24600,Melbourne,0.1563794,Good,Good,0
3142,26350,Stonnington,1.0000000,Acceptable,Good,0
3143,26350,Stonnington,1.0000000,Acceptable,Good,0
3144,26350,Stonnington,1.0000000,Acceptable,Good,0
3145,26350,Stonnington,0.9450262,Acceptable,Good,0
3145,22310,Glen Eira,0.0549738,Good,Good,0
3146,26350,Stonnington,0.3700408,Acceptable,Good,0
3146,21110,Boroondara,0.6299592,Good,Good,0
3147,21110,Boroondara,0.5264468,Good,Good,0
3147,24970,Monash,0.4735532,Good,Good,0
3148,24970,Monash,1.0000000,Good,Good,0
3149,24970,Monash,1.0000000,Good,Good,0
3150,24970,Monash,1.0000000,Good,Good,0
3151,26980,Whitehorse,1.0000000,Good,Good,0
3152,23670,Knox,1.0000000,Good,Good,0
3153,23670,Knox,0.5750314,Good,Good,0
3153,24410,Maroondah,0.4249686,Good,Good,0
3154,23670,Knox,1.0000000,Good,Good,0
3155,23670,Knox,1.0000000,Good,Good,0
3156,21610,Casey,0.0256755,Good,Good,0
3156,23670,Knox,0.9477900,Good,Good,0
3156,27450,Yarra Ranges,0.0265344,Good,Good,0
3158,27450,Yarra Ranges,1.0000000,Good,Good,0
3159,21450,Cardinia,0.0678923,Good,Good,0
3159,27450,Yarra Ranges,0.9321077,Good,Good,0
3160,27450,Yarra Ranges,1.0000000,Good,Good,0
3161,22310,Glen Eira,1.0000000,Good,Good,0
3162,22310,Glen Eira,1.0000000,Good,Good,0
3163,22310,Glen Eira,1.0000000,Good,Good,0
3165,22310,Glen Eira,1.0000000,Good,Good,0
3166,24970,Monash,1.0000000,Good,Good,0
3167,23430,Kingston (Vic.),0.4185413,Good,Good,0
3167,24970,Monash,0.5814587,Good,Good,0
3168,24970,Monash,1.0000000,Good,Good,0
3169,23430,Kingston (Vic.),1.0000000,Good,Good,0
3170,24970,Monash,1.0000000,Good,Good,0
3171,22670,Greater Dandenong,1.0000000,Good,Good,0
3172,22670,Greater Dandenong,0.5480324,Good,Good,0
3172,23430,Kingston (Vic.),0.4519676,Good,Good,0
3173,22670,Greater Dandenong,1.0000000,Good,Good,0
3174,22670,Greater Dandenong,1.0000000,Good,Good,0
3175,22670,Greater Dandenong,1.0000000,Good,Good,0
3177,21610,Casey,1.0000000,Good,Good,0
3178,23670,Knox,1.0000000,Good,Good,0
3179,23670,Knox,1.0000000,Good,Good,0
3180,23670,Knox,1.0000000,Good,Good,0
3181,26350,Stonnington,0.9693864,Acceptable,Good,0
3181,25900,Port Phillip,0.0306136,Good,Good,0
3182,25900,Port Phillip,1.0000000,Good,Good,0
3183,22310,Glen Eira,0.2308225,Good,Good,0
3183,25900,Port Phillip,0.7691775,Good,Good,0
3184,25900,Port Phillip,1.0000000,Good,Good,0
3185,22310,Glen Eira,0.8847108,Good,Good,0
3185,25900,Port Phillip,0.1152892,Good,Good,0
3186,20910,Bayside (Vic.),1.0000000,Good,Good,0
3187,20910,Bayside (Vic.),0.9581504,Good,Good,0
3187,22310,Glen Eira,0.0418496,Good,Good,0
3188,20910,Bayside (Vic.),1.0000000,Good,Good,0
3189,23430,Kingston (Vic.),1.0000000,Good,Good,0
3190,20910,Bayside (Vic.),0.6638209,Good,Good,0
3190,23430,Kingston (Vic.),0.3361791,Good,Good,0
3191,20910,Bayside (Vic.),1.0000000,Good,Good,0
3192,20910,Bayside (Vic.),0.1720663,Good,Good,0
3192,23430,Kingston (Vic.),0.8279337,Good,Good,0
3193,20910,Bayside (Vic.),1.0000000,Good,Good,0
3194,23430,Kingston (Vic.),1.0000000,Good,Good,0
3195,23430,Kingston (Vic.),1.0000000,Good,Good,0
3196,23430,Kingston (Vic.),1.0000000,Good,Good,0
3197,23430,Kingston (Vic.),1.0000000,Good,Good,0
3198,22170,Frankston,1.0000000,Good,Good,0
3199,22170,Frankston,1.0000000,Good,Good,0
3200,22170,Frankston,1.0000000,Good,Good,0
3201,22170,Frankston,1.0000000,Good,Good,0
3202,23430,Kingston (Vic.),1.0000000,Good,Good,0
3204,22310,Glen Eira,1.0000000,Good,Good,0
3205,25900,Port Phillip,1.0000000,Good,Good,0
3206,25900,Port Phillip,1.0000000,Good,Good,0
3207,24600,Melbourne,0.0005690,Good,Good,1
3207,25900,Port Phillip,0.9994310,Good,Good,0
3211,22750,Greater Geelong,0.4571576,Good,Good,0
3211,27260,Wyndham,0.5428424,Good,Good,0
3212,22750,Greater Geelong,1.0000000,Good,Good,0
3213,22490,Golden Plains,0.1943350,Acceptable,Good,0
3213,22750,Greater Geelong,0.8056650,Good,Good,0
3214,22750,Greater Geelong,1.0000000,Good,Good,0
3215,22750,Greater Geelong,1.0000000,Good,Good,0
3216,22750,Greater Geelong,1.0000000,Good,Good,0
3217,22750,Greater Geelong,0.9570404,Good,Good,0
3217,26490,Surf Coast,0.0429596,Good,Good,0
3218,22490,Golden Plains,0.0141630,Acceptable,Good,0
3218,22750,Greater Geelong,0.9858370,Good,Good,0
3219,22750,Greater Geelong,1.0000000,Good,Good,0
3220,22750,Greater Geelong,1.0000000,Good,Good,0
3221,22750,Greater Geelong,0.3341635,Good,Good,0
3221,26490,Surf Coast,0.6658365,Good,Good,0
3222,22750,Greater Geelong,1.0000000,Good,Good,0
3223,22750,Greater Geelong,1.0000000,Good,Good,0
3224,22750,Greater Geelong,1.0000000,Good,Good,0
3225,22750,Greater Geelong,0.3941126,Good,Good,0
3225,26080,Queenscliffe,0.6058874,Poor,Good,0
3226,22750,Greater Geelong,1.0000000,Good,Good,0
3227,22750,Greater Geelong,0.9585566,Good,Good,0
3227,26490,Surf Coast,0.0414434,Good,Good,0
3228,26490,Surf Coast,1.0000000,Good,Good,0
3230,26490,Surf Coast,1.0000000,Good,Good,0
3231,26490,Surf Coast,1.0000000,Good,Good,0
3232,26490,Surf Coast,1.0000000,Good,Good,0
3233,21750,Colac Otway,1.0000000,Good,Good,0
3234,21750,Colac Otway,1.0000000,Good,Good,0
3235,21750,Colac Otway,0.0185129,Good,Good,0
3235,26490,Surf Coast,0.9814871,Good,Good,0
3236,21750,Colac Otway,1.0000000,Good,Good,0
3237,21750,Colac Otway,0.8880352,Good,Good,0
3237,21830,Corangamite,0.1119648,Good,Good,0
3238,21750,Colac Otway,1.0000000,Good,Good,0
3239,21750,Colac Otway,0.9063594,Good,Good,0
3239,21830,Corangamite,0.0936406,Good,Good,0
3240,26490,Surf Coast,1.0000000,Good,Good,0
3241,21750,Colac Otway,0.0270259,Good,Good,0
3241,26490,Surf Coast,0.9729741,Good,Good,0
3242,21750,Colac Otway,0.9692554,Good,Good,0
3242,26490,Surf Coast,0.0307446,Good,Good,0
3243,21750,Colac Otway,1.0000000,Good,Good,0
3249,21750,Colac Otway,0.9800421,Good,Good,0
3249,21830,Corangamite,0.0199579,Good,Good,0
3250,21750,Colac Otway,1.0000000,Good,Good,0
3251,21750,Colac Otway,0.9913446,Good,Good,0
3251,21830,Corangamite,0.0086554,Good,Good,1
3254,21750,Colac Otway,1.0000000,Good,Good,0
3260,21750,Colac Otway,0.0230624,Good,Good,0
3260,21830,Corangamite,0.9769376,Good,Good,0
3264,25490,Moyne,0.0048926,Acceptable,Good,1
3264,21830,Corangamite,0.9951074,Good,Good,0
3265,25490,Moyne,0.5746261,Acceptable,Good,0
3265,21830,Corangamite,0.4253739,Good,Good,0
3266,21750,Colac Otway,0.0068458,Good,Good,1
3266,21830,Corangamite,0.9931542,Good,Good,0
3267,21830,Corangamite,1.0000000,Good,Good,0
3268,25490,Moyne,0.2033624,Acceptable,Good,0
3268,21830,Corangamite,0.7966376,Good,Good,0
3269,21830,Corangamite,1.0000000,Good,Good,0
3270,25490,Moyne,0.7791849,Acceptable,Good,0
3270,21830,Corangamite,0.2208151,Good,Good,0
3271,20260,Ararat,0.1407125,Acceptable,Good,0
3271,25490,Moyne,0.5870686,Acceptable,Good,0
3271,21830,Corangamite,0.2722189,Good,Good,0
3272,20260,Ararat,0.0097535,Acceptable,Good,1
3272,25490,Moyne,0.9902465,Acceptable,Good,0
3273,25490,Moyne,1.0000000,Acceptable,Good,0
3274,25490,Moyne,0.9843563,Acceptable,Good,0
3274,26260,Southern Grampians,0.0156437,Good,Good,0
3275,25490,Moyne,1.0000000,Acceptable,Good,0
3276,25490,Moyne,1.0000000,Acceptable,Good,0
3277,25490,Moyne,0.3599051,Acceptable,Good,0
3277,26730,Warrnambool,0.6400949,Good,Good,0
3278,25490,Moyne,1.0000000,Acceptable,Good,0
3279,25490,Moyne,1.0000000,Acceptable,Good,0
3280,25490,Moyne,0.0022852,Acceptable,Good,1
3280,26730,Warrnambool,0.9977148,Good,Good,0
3281,25490,Moyne,0.4956866,Acceptable,Good,0
3281,26730,Warrnambool,0.5043134,Good,Good,0
3282,25490,Moyne,0.9895134,Acceptable,Good,0
3282,26730,Warrnambool,0.0104866,Good,Good,0
3283,25490,Moyne,0.9618088,Acceptable,Good,0
3283,26730,Warrnambool,0.0381912,Good,Good,0
3284,25490,Moyne,1.0000000,Acceptable,Good,0
3285,25490,Moyne,0.4721567,Acceptable,Good,0
3285,22410,Glenelg,0.5278433,Good,Good,0
3286,25490,Moyne,1.0000000,Acceptable,Good,0
3287,25490,Moyne,1.0000000,Acceptable,Good,0
3289,25490,Moyne,0.0852004,Acceptable,Good,0
3289,26260,Southern Grampians,0.9147996,Good,Good,0
3292,22410,Glenelg,1.0000000,Good,Good,0
3293,20260,Ararat,0.1338238,Acceptable,Good,0
3293,25490,Moyne,0.0657239,Acceptable,Good,0
3293,26260,Southern Grampians,0.8004523,Good,Good,0
3294,20260,Ararat,0.0043255,Acceptable,Good,1
3294,26260,Southern Grampians,0.9956745,Good,Good,0
3300,26260,Southern Grampians,1.0000000,Good,Good,0
3301,25490,Moyne,0.0967127,Acceptable,Good,0
3301,22410,Glenelg,0.0102279,Good,Good,0
3301,26260,Southern Grampians,0.8930594,Good,Good,0
3302,22410,Glenelg,0.2548937,Good,Good,0
3302,26260,Southern Grampians,0.7451063,Good,Good,0
3303,25490,Moyne,0.0454458,Acceptable,Good,0
3303,22410,Glenelg,0.9545542,Good,Good,0
3304,25490,Moyne,0.0387951,Acceptable,Good,0
3304,22410,Glenelg,0.9612049,Good,Good,0
3305,22410,Glenelg,1.0000000,Good,Good,0
3309,22410,Glenelg,1.0000000,Good,Good,0
3310,22410,Glenelg,1.0000000,Good,Good,0
3311,22410,Glenelg,1.0000000,Good,Good,0
3312,26890,West Wimmera,0.1810505,Acceptable,Good,0
3312,22410,Glenelg,0.7593860,Good,Good,0
3312,26260,Southern Grampians,0.0595635,Good,Good,0
3314,26260,Southern Grampians,1.0000000,Good,Good,0
3315,26890,West Wimmera,0.0015252,Acceptable,Good,1
3315,22410,Glenelg,0.0342762,Good,Good,0
3315,26260,Southern Grampians,0.9641986,Good,Good,0
3317,26890,West Wimmera,0.8662924,Acceptable,Good,0
3317,26260,Southern Grampians,0.1337076,Good,Good,0
3318,26890,West Wimmera,1.0000000,Acceptable,Good,0
3319,26890,West Wimmera,1.0000000,Acceptable,Good,0
3321,22490,Golden Plains,0.9506057,Acceptable,Good,0
3321,21750,Colac Otway,0.0089304,Good,Good,1
3321,26490,Surf Coast,0.0404639,Good,Good,0
3322,22490,Golden Plains,0.0983884,Acceptable,Good,0
3322,21750,Colac Otway,0.8141491,Good,Good,0
3322,21830,Corangamite,0.0874624,Good,Good,0
3323,22490,Golden Plains,0.0001157,Acceptable,Good,1
3323,21830,Corangamite,0.9998843,Good,Good,0
3324,22490,Golden Plains,0.0019115,Acceptable,Good,1
3324,21830,Corangamite,0.9980885,Good,Good,0
3325,21830,Corangamite,1.0000000,Good,Good,0
3328,22490,Golden Plains,1.0000000,Acceptable,Good,0
3329,22490,Golden Plains,0.9676094,Acceptable,Good,0
3329,21750,Colac Otway,0.0323906,Good,Good,0
3330,22490,Golden Plains,1.0000000,Acceptable,Good,0
3331,22490,Golden Plains,1.0000000,Acceptable,Good,0
3332,22490,Golden Plains,1.0000000,Acceptable,Good,0
3333,22490,Golden Plains,0.9912271,Acceptable,Good,0
3333,25150,Moorabool,0.0087729,Acceptable,Good,1
3334,22490,Golden Plains,0.0039350,Acceptable,Good,1
3334,25150,Moorabool,0.9960650,Acceptable,Good,0
3335,24650,Melton,1.0000000,Acceptable,Good,0
3336,24650,Melton,1.0000000,Acceptable,Good,0
3337,24650,Melton,0.9998139,Acceptable,Good,0
3337,24130,Macedon Ranges,0.0001861,Good,Good,1
3338,24650,Melton,0.9999997,Acceptable,Good,0
