SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2024,SED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
504021054,Swan View - Greenmount - Midvale,50037,Midland,1,Acceptable,Acceptable,0
504031055,Avon Valley National Park,50053,Swan Hills,1,Acceptable,Acceptable,0
504031056,Ballajura,50059,West Swan,1,Acceptable,Acceptable,0
504031057,Beechboro,50059,West Swan,0.3006306,Acceptable,Acceptable,0
504031057,Beechboro,50005,Bassendean,0.6993694,Poor,Acceptable,0
504031058,Bullsbrook,50053,Swan Hills,1,Acceptable,Acceptable,0
504031060,Gidgegannup,50053,Swan Hills,1,Acceptable,Acceptable,0
504031061,Hazelmere - Guildford,50037,Midland,0.0013002,Acceptable,Acceptable,1
504031061,Hazelmere - Guildford,50021,Forrestfield,0.1569169,Acceptable,Acceptable,0
504031061,Hazelmere - Guildford,50007,Belmont,0.8417829,Good,Acceptable,0
504031062,Lockridge - Kiara,50005,Bassendean,0.4051417,Poor,Acceptable,0
504031062,Lockridge - Kiara,50037,Midland,0.5948583,Acceptable,Acceptable,0
504031063,Malaga,50059,West Swan,1,Acceptable,Acceptable,0
504031064,Melaleuca - Lexia,50059,West Swan,2.00E-05,Acceptable,Acceptable,1
504031064,Melaleuca - Lexia,50053,Swan Hills,0.99998,Acceptable,Acceptable,0
504031065,Middle Swan - Herne Hill,50053,Swan Hills,0.3447779,Acceptable,Acceptable,0
504031065,Middle Swan - Herne Hill,50037,Midland,0.6552221,Acceptable,Acceptable,0
504031066,Midland - Guildford,50037,Midland,1,Acceptable,Acceptable,0
504031067,Stratton - Jane Brook,50037,Midland,1,Acceptable,Acceptable,0
504031068,The Vines,50053,Swan Hills,1,Acceptable,Acceptable,0
504031069,Walyunga National Park,50053,Swan Hills,1,Acceptable,Acceptable,0
504031298,Aveley,50053,Swan Hills,1,Acceptable,Acceptable,0
504031299,Brabham - Henley Brook,50059,West Swan,1,Acceptable,Acceptable,0
504031300,Ellenbrook,50053,Swan Hills,0.4116909,Acceptable,Acceptable,0
504031300,Ellenbrook,50059,West Swan,0.5883091,Acceptable,Acceptable,0
505011070,Craigie - Beldon,50025,Hillarys,1,Good,Acceptable,0
505011071,Currambine - Kinross,50027,Joondalup,0.4934163,Acceptable,Acceptable,0
505011071,Currambine - Kinross,50038,Mindarie,0.5065837,Poor,Acceptable,0
505011072,Duncraig,50013,Carine,1,Acceptable,Acceptable,0
505011073,Greenwood - Warwick,50031,Kingsley,1,Good,Acceptable,0
505011074,Heathridge - Connolly,50027,Joondalup,1,Acceptable,Acceptable,0
505011075,Hillarys,50025,Hillarys,1,Good,Acceptable,0
505011076,Iluka - Burns Beach,50027,Joondalup,1,Acceptable,Acceptable,0
505011077,Joondalup - Edgewater,50027,Joondalup,1,Acceptable,Acceptable,0
505011078,Kingsley,50031,Kingsley,1,Good,Acceptable,0
505011079,Mullaloo - Kallaroo,50025,Hillarys,1,Good,Acceptable,0
505011080,Ocean Reef,50027,Joondalup,0.4852688,Acceptable,Acceptable,0
505011080,Ocean Reef,50025,Hillarys,0.5147312,Good,Acceptable,0
505011081,Padbury,50013,Carine,0.2239865,Acceptable,Acceptable,0
505011081,Padbury,50025,Hillarys,0.7760135,Good,Acceptable,0
505011082,Sorrento - Marmion,50013,Carine,1,Acceptable,Acceptable,0
505011083,Woodvale,50031,Kingsley,1,Good,Acceptable,0
505021084,Balcatta - Hamersley,50031,Kingsley,0.3245254,Good,Acceptable,0
505021084,Balcatta - Hamersley,50003,Balcatta,0.6754746,Acceptable,Acceptable,0
505021085,Balga - Mirrabooka,50024,Girrawheen,1,Good,Acceptable,0
505021087,Herdsman,50015,Churchlands,1,Acceptable,Acceptable,0
505021088,Innaloo - Doubleview,50015,Churchlands,0.301212,Acceptable,Acceptable,0
505021088,Innaloo - Doubleview,50049,Scarborough,0.698788,Poor,Acceptable,0
505021089,Karrinyup - Gwelup - Carine,50013,Carine,0.4487728,Acceptable,Acceptable,0
505021089,Karrinyup - Gwelup - Carine,50049,Scarborough,0.5512272,Poor,Acceptable,0
505021090,Nollamara - Westminster,50003,Balcatta,0.354286,Acceptable,Acceptable,0
505021090,Nollamara - Westminster,50039,Morley,0.645714,Acceptable,Acceptable,0
505021091,Osborne Park Industrial,50015,Churchlands,1,Acceptable,Acceptable,0
505021092,Scarborough,50015,Churchlands,0.072251,Acceptable,Acceptable,0
505021092,Scarborough,50049,Scarborough,0.927749,Poor,Acceptable,0
505021093,Stirling - Osborne Park,50003,Balcatta,1,Acceptable,Acceptable,0
505021094,Trigg - North Beach - Watermans Bay,50049,Scarborough,0.341898,Poor,Acceptable,0
505021094,Trigg - North Beach - Watermans Bay,50013,Carine,0.658102,Acceptable,Acceptable,0
505021095,Tuart Hill - Joondanna,50003,Balcatta,1,Acceptable,Acceptable,0
505021096,Wembley Downs - Churchlands - Woodlands,50015,Churchlands,1,Acceptable,Acceptable,0
505021097,Yokine - Coolbinia - Menora,50040,Mount Lawley,1,Acceptable,Acceptable,0
505021301,Dianella - North,50039,Morley,1,Acceptable,Acceptable,0
505021302,Dianella - South,50040,Mount Lawley,1,Acceptable,Acceptable,0
505031098,Alexander Heights - Koondoola,50024,Girrawheen,1,Good,Acceptable,0
505031099,Butler - Merriwa - Ridgewood,50038,Mindarie,0.3325134,Poor,Acceptable,0
505031099,Butler - Merriwa - Ridgewood,50011,Butler,0.6674866,Acceptable,Acceptable,0
505031100,Carramar,50057,Wanneroo,1,Good,Acceptable,0
505031101,Clarkson,50038,Mindarie,1,Poor,Acceptable,0
505031102,Girrawheen,50024,Girrawheen,1,Good,Acceptable,0
505031104,Marangaroo,50033,Landsdale,0.2871377,Good,Acceptable,0
505031104,Marangaroo,50024,Girrawheen,0.7128623,Good,Acceptable,0
505031105,Mindarie - Quinns Rocks - Jindalee,50011,Butler,0.1948568,Acceptable,Acceptable,0
505031105,Mindarie - Quinns Rocks - Jindalee,50038,Mindarie,0.8051432,Poor,Acceptable,0
505031106,Neerabup National Park,50011,Butler,0.0016611,Acceptable,Acceptable,1
505031106,Neerabup National Park,50038,Mindarie,0.9983389,Poor,Acceptable,0
505031107,Tapping - Ashby - Sinagra,50033,Landsdale,0.0214893,Good,Acceptable,0
505031107,Tapping - Ashby - Sinagra,50057,Wanneroo,0.9785107,Good,Acceptable,0
505031255,Alkimos - Eglinton,50011,Butler,1,Acceptable,Acceptable,0
505031256,Carabooda - Pinjar,50011,Butler,0.0246272,Acceptable,Acceptable,0
505031256,Carabooda - Pinjar,50057,Wanneroo,0.9753728,Good,Acceptable,0
505031257,Two Rocks,50011,Butler,1,Acceptable,Acceptable,0
505031258,Yanchep,50011,Butler,1,Acceptable,Acceptable,0
505031303,Hocking - Pearsall,50059,West Swan,0.0022819,Acceptable,Acceptable,1
505031303,Hocking - Pearsall,50033,Landsdale,0.9977181,Good,Acceptable,0
505031304,Landsdale,50033,Landsdale,1,Good,Acceptable,0
505031305,Madeley - Darch,50033,Landsdale,1,Good,Acceptable,0
505031306,Wanneroo - Sinagra,50057,Wanneroo,1,Good,Acceptable,0
506011110,Armadale - Wungong - Brookdale,50019,Darling Range,0.0102008,Acceptable,Acceptable,0
506011110,Armadale - Wungong - Brookdale,50043,Oakford,0.4132633,Poor,Acceptable,0
506011110,Armadale - Wungong - Brookdale,50002,Armadale,0.5765359,Acceptable,Acceptable,0
506011111,Ashendon - Lesley,50019,Darling Range,1,Acceptable,Acceptable,0
506011112,Camillo - Champion Lakes,50002,Armadale,1,Acceptable,Acceptable,0
506011114,Kelmscott,50002,Armadale,1,Acceptable,Acceptable,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50019,Darling Range,0.4225911,Acceptable,Acceptable,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50002,Armadale,0.5774089,Acceptable,Acceptable,0
506011116,Roleystone,50019,Darling Range,1,Acceptable,Acceptable,0
506011117,Seville Grove,50002,Armadale,1,Acceptable,Acceptable,0
506011307,Harrisdale,50026,Jandakot,0.1503684,Acceptable,Acceptable,0
506011307,Harrisdale,50043,Oakford,0.8496316,Poor,Acceptable,0
506011308,Piara Waters - Forrestdale,50043,Oakford,1,Poor,Acceptable,0
506021118,Belmont - Ascot - Redcliffe,50007,Belmont,1,Good,Acceptable,0
506021119,East Victoria Park - Carlisle,50056,Victoria Park,1,Good,Acceptable,0
506021120,Kewdale Commercial,50007,Belmont,1,Good,Acceptable,0
506021121,Perth Airport,50007,Belmont,1,Good,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,50051,South Perth,0.0170075,Good,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,50056,Victoria Park,0.9829925,Good,Acceptable,0
506021309,Cloverdale,50007,Belmont,1,Good,Acceptable,0
506021310,Kewdale,50007,Belmont,1,Good,Acceptable,0
506021311,Rivervale,50007,Belmont,1,Good,Acceptable,0
506031124,Bentley - Wilson - St James,50012,Cannington,0.1779626,Acceptable,Acceptable,0
506031124,Bentley - Wilson - St James,50056,Victoria Park,0.8220374,Good,Acceptable,0
506031125,Canning Vale - West,50026,Jandakot,1,Acceptable,Acceptable,0
506031126,Canning Vale Commercial,50026,Jandakot,1,Acceptable,Acceptable,0
506031127,Cannington - Queens Park,50012,Cannington,1,Acceptable,Acceptable,0
506031128,Parkwood - Ferndale - Lynwood,50046,Riverton,0.4278481,Good,Acceptable,0
506031128,Parkwood - Ferndale - Lynwood,50012,Cannington,0.5721519,Acceptable,Acceptable,0
506031129,Riverton - Shelley - Rossmoyne,50046,Riverton,1,Good,Acceptable,0
506031130,Welshpool,50012,Cannington,1.00E-07,Acceptable,Acceptable,1
506031130,Welshpool,50056,Victoria Park,0.00083,Good,Acceptable,1
506031130,Welshpool,50007,Belmont,0.9991698,Good,Acceptable,0
506031131,Willetton,50046,Riverton,1,Good,Acceptable,0
506041132,Beckenham - Kenwick - Langford,50012,Cannington,1,Acceptable,Acceptable,0
506041133,Canning Vale - East,50026,Jandakot,0.2107909,Acceptable,Acceptable,0
506041133,Canning Vale - East,50052,Southern River,0.7892091,Acceptable,Acceptable,0
506041134,Gosnells,50052,Southern River,0.477384,Acceptable,Acceptable,0
506041134,Gosnells,50054,Thornlie,0.522616,Acceptable,Acceptable,0
506041135,Huntingdale - Southern River,50052,Southern River,1,Acceptable,Acceptable,0
506041136,Maddington - Orange Grove - Martin,50054,Thornlie,1,Acceptable,Acceptable,0
506041137,Thornlie,50012,Cannington,0.0674782,Acceptable,Acceptable,0
506041137,Thornlie,50054,Thornlie,0.9325218,Acceptable,Acceptable,0
506051138,Forrestfield - Wattle Grove,50012,Cannington,0.0011658,Acceptable,Acceptable,1
506051138,Forrestfield - Wattle Grove,50021,Forrestfield,0.9988342,Acceptable,Acceptable,0
506051139,High Wycombe,50021,Forrestfield,1,Acceptable,Acceptable,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,50028,Kalamunda,0.4817215,Good,Acceptable,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,50021,Forrestfield,0.5182785,Acceptable,Acceptable,0
506051141,Lesmurdie - Bickley - Carmel,50028,Kalamunda,1,Good,Acceptable,0
506061142,Byford,50019,Darling Range,1,Acceptable,Acceptable,0
506061143,Mundijong,50043,Oakford,0.3922197,Poor,Acceptable,0
506061143,Mundijong,50019,Darling Range,0.6077803,Acceptable,Acceptable,0
506061144,Serpentine - Jarrahdale,50041,Murray-Wellington,0.0146069,Acceptable,Acceptable,0
506061144,Serpentine - Jarrahdale,50019,Darling Range,0.9853931,Acceptable,Acceptable,0
506071145,Como,50051,South Perth,1,Good,Acceptable,0
506071146,Manning - Waterford,50051,South Perth,1,Good,Acceptable,0
506071147,South Perth - Kensington,50056,Victoria Park,0.0279883,Good,Acceptable,0
506071147,South Perth - Kensington,50051,South Perth,0.9720117,Good,Acceptable,0
507011148,Banjup,50043,Oakford,0.3504416,Poor,Acceptable,0
507011148,Banjup,50026,Jandakot,0.6495584,Acceptable,Acceptable,0
507011150,Bibra Industrial,50008,Bibra Lake,1,Acceptable,Acceptable,0
507011151,Bibra Lake,50008,Bibra Lake,1,Acceptable,Acceptable,0
507011152,Coogee,50022,Fremantle,0.0765001,Poor,Acceptable,0
507011152,Coogee,50016,Cockburn,0.9234999,Good,Acceptable,0
507011153,Coolbellup,50008,Bibra Lake,1,Acceptable,Acceptable,0
507011154,Hamilton Hill,50022,Fremantle,0.3810413,Poor,Acceptable,0
507011154,Hamilton Hill,50008,Bibra Lake,0.6189587,Acceptable,Acceptable,0
507011155,Henderson,50016,Cockburn,1,Good,Acceptable,0
507011158,North Coogee,50022,Fremantle,1,Poor,Acceptable,0
507011159,South Lake - Cockburn Central,50016,Cockburn,0.1297169,Good,Acceptable,0
507011159,South Lake - Cockburn Central,50008,Bibra Lake,0.8702831,Acceptable,Acceptable,0
507011160,Spearwood,50022,Fremantle,0.0649499,Poor,Acceptable,0
507011160,Spearwood,50008,Bibra Lake,0.9350501,Acceptable,Acceptable,0
507011161,Success - Hammond Park,50016,Cockburn,1,Good,Acceptable,0
507011163,Yangebup,50016,Cockburn,1,Good,Acceptable,0
507011259,Beeliar - Wattleup,50016,Cockburn,1,Good,Acceptable,0
507011260,Jandakot,50026,Jandakot,1,Acceptable,Acceptable,0
507021164,East Fremantle,50022,Fremantle,0.4811924,Poor,Acceptable,0
507021164,East Fremantle,50009,Bicton,0.5188076,Acceptable,Acceptable,0
507021165,Fremantle,50018,Cottesloe,0.236869,Acceptable,Acceptable,0
507021165,Fremantle,50022,Fremantle,0.763131,Poor,Acceptable,0
507021166,Fremantle - South,50009,Bicton,0.0295139,Acceptable,Acceptable,0
507021166,Fremantle - South,50008,Bibra Lake,0.1221463,Acceptable,Acceptable,0
507021166,Fremantle - South,50022,Fremantle,0.8483398,Poor,Acceptable,0
507021167,O'Connor (WA),50009,Bicton,1,Acceptable,Acceptable,0
507031169,Wellard (West) - Bertram,50032,Kwinana,1,Good,Acceptable,0
507031170,Calista,50032,Kwinana,1,Good,Acceptable,0
507031172,Hope Valley - Postans,50032,Kwinana,1,Good,Acceptable,0
507031173,Kwinana Industrial,50032,Kwinana,1,Good,Acceptable,0
507031174,Parmelia - Orelia,50032,Kwinana,1,Good,Acceptable,0
507031261,Casuarina - Wandi,50032,Kwinana,0.0141171,Good,Acceptable,0
507031261,Casuarina - Wandi,50019,Darling Range,0.2615026,Acceptable,Acceptable,0
507031261,Casuarina - Wandi,50043,Oakford,0.7243802,Poor,Acceptable,0
507041175,Applecross - Ardross,50006,Bateman,1,Acceptable,Acceptable,0
507041176,Bateman,50006,Bateman,1,Acceptable,Acceptable,0
507041177,Bicton - Palmyra,50009,Bicton,1,Acceptable,Acceptable,0
507041178,Booragoon,50046,Riverton,0.0460697,Good,Acceptable,0
507041178,Booragoon,50006,Bateman,0.9539303,Acceptable,Acceptable,0
507041179,Bull Creek,50046,Riverton,1,Good,Acceptable,0
507041180,Leeming,50026,Jandakot,1,Acceptable,Acceptable,0
507041181,Melville,50006,Bateman,0.1390101,Acceptable,Acceptable,0
507041181,Melville,50009,Bicton,0.8609899,Acceptable,Acceptable,0
507041182,Murdoch - Kardinya,50009,Bicton,0.2038858,Acceptable,Acceptable,0
507041182,Murdoch - Kardinya,50008,Bibra Lake,0.3469169,Acceptable,Acceptable,0
507041182,Murdoch - Kardinya,50006,Bateman,0.4491973,Acceptable,Acceptable,0
507041183,Willagee,50009,Bicton,1,Acceptable,Acceptable,0
507041184,Winthrop,50006,Bateman,1,Acceptable,Acceptable,0
507051186,Cooloongup,50004,Baldivis,0.2675635,Acceptable,Acceptable,0
507051186,Cooloongup,50047,Rockingham,0.7324365,Acceptable,Acceptable,0
507051187,Port Kennedy,50050,Secret Harbour,1,Acceptable,Acceptable,0
507051188,Rockingham,50047,Rockingham,1,Acceptable,Acceptable,0
507051189,Rockingham Lakes,50004,Baldivis,1,Acceptable,Acceptable,0
507051190,Safety Bay - Shoalwater,50047,Rockingham,1,Acceptable,Acceptable,0
507051191,Singleton - Golden Bay - Secret Harbour,50050,Secret Harbour,1,Acceptable,Acceptable,0
507051192,Waikiki,50047,Rockingham,0.4945344,Acceptable,Acceptable,0
507051192,Waikiki,50004,Baldivis,0.5054656,Acceptable,Acceptable,0
507051193,Warnbro,50004,Baldivis,1,Acceptable,Acceptable,0
507051312,Baldivis - North,50019,Darling Range,0.069712,Acceptable,Acceptable,0
507051312,Baldivis - North,50032,Kwinana,0.930288,Good,Acceptable,0
507051313,Baldivis - South,50004,Baldivis,1,Acceptable,Acceptable,0
507051314,Karnup,50050,Secret Harbour,1,Acceptable,Acceptable,0
509011225,Albany,50001,Albany,1,Good,Acceptable,0
509011226,Albany Surrounds,50001,Albany,1,Good,Acceptable,0
509011227,Bayonet Head - Lower King,50001,Albany,1,Good,Acceptable,0
509011228,Denmark,50058,Warren-Blackwood,1,Good,Acceptable,0
509011229,Gnowangerup,50048,Roe,1,Good,Acceptable,0
509011230,Katanning,50048,Roe,1,Good,Acceptable,0
509011231,Kojonup,50048,Roe,1,Good,Acceptable,0
509011232,Little Grove - Elleker,50001,Albany,1,Good,Acceptable,0
509011233,McKail - Willyung,50001,Albany,1,Good,Acceptable,0
509011234,Plantagenet,50001,Albany,1,Good,Acceptable,0
509011235,Stirling Range National Park,50001,Albany,1,Good,Acceptable,0
509021236,Chittering,50036,Mid-West,1,Good,Acceptable,0
509021237,Cunderdin,50014,Central Wheatbelt,1,Good,Acceptable,0
509021238,Dowerin,50014,Central Wheatbelt,1,Good,Acceptable,0
509021239,Gingin - Dandaragan,50036,Mid-West,1,Good,Acceptable,0
509021240,Merredin,50014,Central Wheatbelt,1,Good,Acceptable,0
509021241,Moora,50014,Central Wheatbelt,0.1812151,Good,Acceptable,0
509021241,Moora,50036,Mid-West,0.8187849,Good,Acceptable,0
509021242,Mukinbudin,50014,Central Wheatbelt,1,Good,Acceptable,0
509021243,Northam,50014,Central Wheatbelt,1,Good,Acceptable,0
509021244,Toodyay,50014,Central Wheatbelt,1,Good,Acceptable,0
509021245,York - Beverley,50014,Central Wheatbelt,1,Good,Acceptable,0
509031246,Brookton,50014,Central Wheatbelt,1,Good,Acceptable,0
509031247,Kulin,50048,Roe,1,Good,Acceptable,0
509031248,Murray,50041,Murray-Wellington,0.2788249,Acceptable,Acceptable,0
509031248,Murray,50014,Central Wheatbelt,0.7211751,Good,Acceptable,0
509031249,Narrogin,50048,Roe,1,Good,Acceptable,0
509031250,Wagin,50048,Roe,1,Good,Acceptable,0
510011262,Broome,50030,Kimberley,1,Good,Acceptable,0
510011263,Derby - West Kimberley,50030,Kimberley,1,Good,Acceptable,0
510011264,Halls Creek,50030,Kimberley,1,Good,Acceptable,0
510011265,Kununurra,50030,Kimberley,1,Good,Acceptable,0
510011266,Roebuck,50030,Kimberley,1,Good,Acceptable,0
510021267,East Pilbara,50030,Kimberley,0.1154216,Good,Acceptable,0
510021267,East Pilbara,50045,Pilbara,0.8845784,Good,Acceptable,0
510021268,Newman,50045,Pilbara,1,Good,Acceptable,0
510021269,Port Hedland,50045,Pilbara,1,Good,Acceptable,0
510021270,South Hedland,50045,Pilbara,1,Good,Acceptable,0
510031271,Ashburton (WA),50045,Pilbara,1,Good,Acceptable,0
510031272,Karratha,50045,Pilbara,1,Good,Acceptable,0
510031273,Roebourne,50045,Pilbara,1,Good,Acceptable,0
511011274,Esperance,50048,Roe,1,Good,Acceptable,0
511011275,Esperance Surrounds,50048,Roe,1,Good,Acceptable,0
511021276,Carnarvon,50036,Mid-West,1,Good,Acceptable,0
511021277,Exmouth,50036,Mid-West,0.3320341,Good,Acceptable,0
511021277,Exmouth,50045,Pilbara,0.6679659,Good,Acceptable,0
511031278,Boulder,50029,Kalgoorlie,1,Good,Acceptable,0
511031279,Kalgoorlie,50029,Kalgoorlie,1,Good,Acceptable,0
511031280,Kalgoorlie - North,50029,Kalgoorlie,1,Good,Acceptable,0
511031281,Kalgoorlie Airport,50029,Kalgoorlie,1,Good,Acceptable,0
511031282,Kambalda - Coolgardie - Norseman,50029,Kalgoorlie,1,Good,Acceptable,0
511031283,Leinster - Leonora,50036,Mid-West,1.00E-07,Good,Acceptable,1
511031283,Leinster - Leonora,50029,Kalgoorlie,0.9999999,Good,Acceptable,0
511031284,Trafalgar (WA),50029,Kalgoorlie,1,Good,Acceptable,0
511041285,Geraldton,50023,Geraldton,1,Good,Acceptable,0
511041286,Geraldton - East,50023,Geraldton,1,Good,Acceptable,0
511041287,Geraldton - North,50023,Geraldton,1,Good,Acceptable,0
511041288,Geraldton - South,50023,Geraldton,1,Good,Acceptable,0
511041289,Irwin,50036,Mid-West,1,Good,Acceptable,0
511041290,Meekatharra,50029,Kalgoorlie,0.1309679,Good,Acceptable,0
511041290,Meekatharra,50036,Mid-West,0.869032,Good,Acceptable,0
511041291,Morawa,50036,Mid-West,1,Good,Acceptable,0
511041292,Northampton - Mullewa - Greenough,50023,Geraldton,1,Good,Acceptable,0
597979799,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),1,Good,Good,0
599999499,No usual address (WA),59494,No usual address (WA),1,Good,Good,0
601011001,Bridgewater - Gagebrook,60501,Lyons (Derwent),1,Good,Acceptable,0
601011002,Brighton - Pontville,60501,Lyons (Derwent),0.0821553,Good,Acceptable,0
601011002,Brighton - Pontville,60512,Lyons (Prosser),0.9178447,Acceptable,Acceptable,0
601011003,Old Beach - Otago,60414,Franklin (Rumney),0.119157,Good,Acceptable,0
601011003,Old Beach - Otago,60514,Lyons (Rumney),0.880843,Poor,Acceptable,0
601021004,Bellerive - Rosny,60411,Franklin (Pembroke),1,Good,Acceptable,0
601021005,Cambridge,60414,Franklin (Rumney),1,Good,Acceptable,0
601021006,Geilston Bay - Risdon,60414,Franklin (Rumney),0.3431741,Good,Acceptable,0
601021006,Geilston Bay - Risdon,60411,Franklin (Pembroke),0.6568259,Good,Acceptable,0
601021007,Howrah - Tranmere,60414,Franklin (Rumney),0.0996838,Good,Acceptable,0
601021007,Howrah - Tranmere,60411,Franklin (Pembroke),0.9003162,Good,Acceptable,0
601021008,Lindisfarne - Rose Bay,60411,Franklin (Pembroke),1,Good,Acceptable,0
601021009,Mornington - Warrane,60411,Franklin (Pembroke),1,Good,Acceptable,0
601021010,Risdon Vale,60414,Franklin (Rumney),1,Good,Acceptable,0
601021011,Rokeby,60414,Franklin (Rumney),1,Good,Acceptable,0
601021012,South Arm,60414,Franklin (Rumney),1,Good,Acceptable,0
601031013,Austins Ferry - Granton,60501,Lyons (Derwent),0.0921813,Good,Acceptable,0
601031013,Austins Ferry - Granton,60301,Clark (Derwent),0.9078187,Good,Acceptable,0
601031014,Berriedale - Chigwell,60302,Clark (Elwick),0.2937787,Acceptable,Acceptable,0
601031014,Berriedale - Chigwell,60301,Clark (Derwent),0.7062213,Good,Acceptable,0
601031015,Claremont (Tas.),60501,Lyons (Derwent),0.0009556,Good,Acceptable,1
601031015,Claremont (Tas.),60301,Clark (Derwent),0.9990444,Good,Acceptable,0
601031016,Derwent Park - Lutana,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031017,Glenorchy,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031018,Montrose - Rosetta,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031019,Moonah,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031020,New Norfolk,60501,Lyons (Derwent),1,Good,Acceptable,0
601031021,West Moonah,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601041022,Kingston - Huntingfield,60303,Clark (Hobart),0.003265,Acceptable,Acceptable,1
601041022,Kingston - Huntingfield,60304,Clark (Huon),0.0084581,Poor,Acceptable,1
601041022,Kingston - Huntingfield,60404,Franklin (Huon),0.0400655,Good,Acceptable,0
601041022,Kingston - Huntingfield,60310,Clark (Nelson),0.1654559,Acceptable,Acceptable,0
601041022,Kingston - Huntingfield,60410,Franklin (Nelson),0.7827555,Poor,Acceptable,0
601041023,Kingston Beach - Blackmans Bay,60410,Franklin (Nelson),0.4815716,Poor,Acceptable,0
601041023,Kingston Beach - Blackmans Bay,60404,Franklin (Huon),0.5184284,Good,Acceptable,0
601041024,Margate - Snug,60304,Clark (Huon),0.0283894,Poor,Acceptable,0
601041024,Margate - Snug,60404,Franklin (Huon),0.9716106,Good,Acceptable,0
601041025,Mount Wellington,60304,Clark (Huon),0.0909091,Poor,Acceptable,0
601041025,Mount Wellington,60303,Clark (Hobart),0.2727273,Acceptable,Acceptable,0
601041025,Mount Wellington,60302,Clark (Elwick),0.6363636,Acceptable,Acceptable,0
601041026,Taroona - Bonnet Hill,60310,Clark (Nelson),1,Acceptable,Acceptable,0
601051027,Hobart,60303,Clark (Hobart),1,Acceptable,Acceptable,0
601051028,Lenah Valley - Mount Stuart,60302,Clark (Elwick),0.2223098,Acceptable,Acceptable,0
601051028,Lenah Valley - Mount Stuart,60303,Clark (Hobart),0.7776902,Acceptable,Acceptable,0
601051029,Mount Nelson - Dynnyrne,60303,Clark (Hobart),0.3179048,Acceptable,Acceptable,0
601051029,Mount Nelson - Dynnyrne,60310,Clark (Nelson),0.6820952,Acceptable,Acceptable,0
601051030,New Town,60302,Clark (Elwick),0.1971789,Acceptable,Acceptable,0
601051030,New Town,60303,Clark (Hobart),0.8028211,Acceptable,Acceptable,0
601051031,Sandy Bay,60303,Clark (Hobart),0.0417128,Acceptable,Acceptable,0
601051031,Sandy Bay,60310,Clark (Nelson),0.9582872,Acceptable,Acceptable,0
601051032,South Hobart - Fern Tree,60310,Clark (Nelson),0.0069615,Acceptable,Acceptable,1
601051032,South Hobart - Fern Tree,60303,Clark (Hobart),0.9930385,Acceptable,Acceptable,0
601051033,West Hobart,60303,Clark (Hobart),1,Acceptable,Acceptable,0
601061034,Dodges Ferry - Lewisham,60512,Lyons (Prosser),1,Acceptable,Acceptable,0
601061035,Sorell - Richmond,60512,Lyons (Prosser),0.4392071,Acceptable,Acceptable,0
601061035,Sorell - Richmond,60514,Lyons (Rumney),0.5607929,Poor,Acceptable,0
602011036,Invermay,60115,Bass (Windermere),1,Good,Acceptable,0
602011037,Kings Meadows - Punchbowl,60105,Bass (Launceston),1,Acceptable,Acceptable,0
602011038,Launceston,60115,Bass (Windermere),0.0700802,Good,Acceptable,0
602011038,Launceston,60113,Bass (Rosevears),0.1620407,Good,Acceptable,0
602011038,Launceston,60105,Bass (Launceston),0.7678792,Acceptable,Acceptable,0
602011039,Legana,60113,Bass (Rosevears),1,Good,Acceptable,0
602011040,Mowbray,60115,Bass (Windermere),1,Good,Acceptable,0
602011041,Newnham - Mayfield,60115,Bass (Windermere),1,Good,Acceptable,0
602011042,Newstead,60115,Bass (Windermere),0.3792566,Good,Acceptable,0
602011042,Newstead,60105,Bass (Launceston),0.6207434,Acceptable,Acceptable,0
602011043,Norwood (Tas.),60115,Bass (Windermere),0.1839769,Good,Acceptable,0
602011043,Norwood (Tas.),60105,Bass (Launceston),0.8160231,Acceptable,Acceptable,0
602011044,Prospect Vale - Blackstone,60505,Lyons (Launceston),1,Acceptable,Acceptable,0
602011045,Ravenswood,60115,Bass (Windermere),1,Good,Acceptable,0
602011046,Riverside,60113,Bass (Rosevears),1,Good,Acceptable,0
602011047,South Launceston,60113,Bass (Rosevears),0.0990235,Good,Acceptable,0
602011047,South Launceston,60105,Bass (Launceston),0.9009765,Acceptable,Acceptable,0
602011048,Summerhill - Prospect,60105,Bass (Launceston),0.0008125,Acceptable,Acceptable,1
602011048,Summerhill - Prospect,60113,Bass (Rosevears),0.9991875,Good,Acceptable,0
602011049,Trevallyn,60113,Bass (Rosevears),1,Good,Acceptable,0
602011050,Waverley - St Leonards,60115,Bass (Windermere),1,Good,Acceptable,0
